ENDEKSA_IL,ENDEKSA_IL_AD,ENDEKSA_ILCE,ENDEKSA_ILCE_AD,LATLOT,SLUG
75,Ardahan,1252,Çıldır,[43.1676624810799, 41.1536272053019],ardahan-cildir
75,Ardahan,1356,Göle,[42.6373924072391, 40.8505292891426],ardahan-gole
75,Ardahan,1380,Hanak,[42.8141086347653, 41.2610030287246],ardahan-hanak
75,Ardahan,1579,Posof,[42.7144044669581, 41.4750094904139],ardahan-posof
75,Ardahan,2008,Damal,[42.8545784870695, 41.3600606230702],ardahan-damal
76,Iğdır,1142,Aralık,[44.4659785582298, 39.8193620795348],igdir-aralik
76,Iğdır,1398,Iğdır Merkez,[44.0197833672764, 39.8579737236536],igdir-igdir-merkez
76,Iğdır,1692,Tuzluca,[43.5873096144116, 39.9649921532425],igdir-tuzluca
76,Iğdır,2011,Karakoyunlu,[44.2455727628709, 39.9673129719323],igdir-karakoyunlu
77,Yalova,1716,Yalova Merkez,[29.265804415862, 40.5915593922311],yalova-yalova-merkez
77,Yalova,2019,Altınova,[29.4816588673423, 40.646208068665],yalova-altinova
77,Yalova,2020,Armutlu,[28.9080971234912, 40.5250105650144],yalova-armutlu
77,Yalova,2021,Çınarcık,[29.049021624339, 40.6062958694627],yalova-cinarcik
77,Yalova,2022,Çiftlikköy,[29.3858778777622, 40.6284498216986],yalova-ciftlikkoy
77,Yalova,2026,Termal,[29.1813404840093, 40.5942446930601],yalova-termal
78,Karabük,1296,Eflani,[32.9665130061119, 41.4361729999945],karabuk-eflani
78,Karabük,1321,Eskipazar,[32.5531144459177, 40.9471468203569],karabuk-eskipazar
78,Karabük,1433,Karabük Merkez,[32.60676625511, 41.1320962687916],karabuk-karabuk-merkez
78,Karabük,1561,Ovacık,[32.931344538597, 41.0564187376512],karabuk-ovacik
78,Karabük,1587,Safranbolu,[32.7632976243454, 41.3244189881618],karabuk-safranbolu
78,Karabük,1856,Yenice,[32.2962227216185, 41.1719963188446],karabuk-yenice
79,Kilis,1476,Kilis Merkez,[37.1005317870809, 36.7577333925191],kilis-kilis-merkez
79,Kilis,2023,Elbeyli,[37.4385437878549, 36.7145618484125],kilis-elbeyli
79,Kilis,2024,Musabeyli,[36.9459320078191, 36.9103953611594],kilis-musabeyli
79,Kilis,2025,Polateli,[37.1269929731578, 36.8380914218333],kilis-polateli
80,Osmaniye,1165,Bahçe,[36.5924272909089, 37.2149290813077],osmaniye-bahce
80,Osmaniye,1423,Kadirli,[36.1232365253247, 37.4128028548204],osmaniye-kadirli
80,Osmaniye,1560,Osmaniye Merkez,[36.289444747309, 37.0922789176052],osmaniye-osmaniye-merkez
80,Osmaniye,1743,Düziçi,[36.4378269340073, 37.291598887449],osmaniye-duzici
80,Osmaniye,2027,Hasanbeyli,[36.5273343259214, 37.1074154819924],osmaniye-hasanbeyli
80,Osmaniye,2028,Sumbas,[36.0419671607677, 37.5358251375961],osmaniye-sumbas
80,Osmaniye,2029,Toprakkale,[36.1142764779123, 37.0551858509586],osmaniye-toprakkale
81,Düzce,1116,Akçakoca,[31.1403997360542, 41.0257891367082],duzce-akcakoca
81,Düzce,1292,Düzce Merkez,[31.1857361835521, 40.8181929999185],duzce-duzce-merkez
81,Düzce,1730,Yığılca,[31.4854151438011, 40.9330673251429],duzce-yigilca
81,Düzce,1784,Cumayeri,[30.9324773931035, 40.9093105229772],duzce-cumayeri
81,Düzce,1794,Gölyaka,[30.9936757442798, 40.7359183687154],duzce-golyaka
81,Düzce,1905,Çilimli,[31.0483626190453, 40.8962148476812],duzce-cilimli
81,Düzce,2017,Gümüşova,[30.9589315768072, 40.8303515],duzce-gumusova
81,Düzce,2031,Kaynaşlı,[31.3298221878313, 40.7383931471598],duzce-kaynasli
